Title,Link,Price,Engine_Capacity,Transmission,Steering,Type,Color,Manufactured_Year,Imported_Year,Fuel_Type,Interior_Color,Leasing,Drive_Type,Mileage,Condition
"Lexus RX 450, 2020/2025",https://www.unegui.mn/adv/9819897_lexus-rx-450-2020-2025/,133 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,100 км,Дугаар аваагүй
"Lexus RX 450, 2015/2018",https://www.unegui.mn/adv/9874544_lexus-rx-450-2015-2018/,69 сая₮,1.8 л,Автомат,Зөв,Жийп,Хар,2015,2018,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,66000 км,Дугаар авсан
"Toyota Prius 50, 2016/2025",https://www.unegui.mn/adv/9761495_toyota-prius-50-2016-2025/,30.9 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,160000 км,Дугаар аваагүй
"Toyota Prius 50, 2017/2025",https://www.unegui.mn/adv/9803540_toyota-prius-50-2017-2025/,27.9 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,160000 км,Дугаар аваагүй
"Toyota Prius 40, 2013/2024",https://www.unegui.mn/adv/9855510_toyota-prius-40-2013-2024/,24.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2013,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,191000 км,Дугаар авсан
"Toyota Prius 51, 2019/2025",https://www.unegui.mn/adv/9874517_toyota-prius-51-2019-2025/,34.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,82000 км,Дугаар авсан
"Dongfeng Forthing T5 Evo, 2024/2025",https://www.unegui.mn/adv/9749798_dongfeng-forthing-t5-evo-2024-2025/,41 сая₮,1.5 л,Автомат,Зөв,Жийп,Цагаан,2024,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,2100 км,Дугаар авсан
"Lexus RX 450, 2020/2025",https://www.unegui.mn/adv/9864321_lexus-rx-450-2020-2025/,128 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2020,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,99000 км,Дугаар авсан
"Toyota RAV4, 2019/2025",https://www.unegui.mn/adv/9676619_toyota-rav4-2019-2025/,81 сая₮,2.5 л,Автомат,Буруу,Жийп,Хүрэн,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,100000 км,Дугаар аваагүй
"Lexus RX 450, 2011/2025",https://www.unegui.mn/adv/9345965_lexus-rx-2011-2025/,65 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2011,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,82000 км,Дугаар аваагүй
"Toyota FJ Cruiser, 2014/2024",https://www.unegui.mn/adv/9540183_toyota-fj-cruiser-2014-2024/,79 сая₮,4.0 л,Автомат,Буруу,Жийп,Хар,2014,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,113000 км,Дугаар авсан
"Toyota Prius 20, 2004/2020",https://www.unegui.mn/adv/9872226_toyota-prius-20-2004-2020/,9.2 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2004,2020,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,120000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2014/2025",https://www.unegui.mn/adv/9634776_toyota-land-cruiser-prado-150-2014-2025/,93 сая₮,2.7 л,Автомат,Буруу,Жийп,Цагаан,2014,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,102000 км,Дугаар аваагүй
"Mitsubishi Pajero, 1996/2005",https://www.unegui.mn/adv/9687434_mitsubishi-pajero-1996-2005/,15 сая₮,0.5 л,Механик,Буруу,Суудлын тэрэг,Ногоон,1996,2005,Дизель,Лизинггүй,Лизинггүй,Хойноо RWD,88888888 км,Дугаар авсан
"Lexus RX 400, 2008/2024",https://www.unegui.mn/adv/9874428_lexus-rx-400-2008-2024/,38 сая₮,3.3 л,Автомат,Зөв,Жийп,Саарал,2008,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,135000 км,Дугаар авсан
"Lexus RX 450, 2009/2018",https://www.unegui.mn/adv/9664390_lexus-rx-2009-2018/,36.6 сая₮41.5 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2009,2018,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,181570 км,Дугаар авсан
"Toyota Prius 55, 2019/2025",https://www.unegui.mn/adv/9801824_toyota-sai-2019-2025/,39.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,122000 км,Дугаар аваагүй
"Toyota Kluger, 2020/2022",https://www.unegui.mn/adv/9874421_toyota-kluger-2020-2022/,70 сая₮,3.4 л,Автомат,Буруу,Жийп,Цагаан,2020,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,69000 км,Дугаар авсан
"Toyota Prius 41, 2017/2025",https://www.unegui.mn/adv/9780434_toyota-prius-41-2017-2025/,36.6 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,137208 км,Дугаар аваагүй
"Toyota Prius 41, 2018/2025",https://www.unegui.mn/adv/9591823_toyota-prius-41-2014-2025/,39.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,113485 км,Дугаар аваагүй
"Toyota Crown, 2016/2025",https://www.unegui.mn/adv/9581780_toyota-crown-2016-2025/,50.9 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,192945 км,Дугаар аваагүй
"Toyota Prius 41, 2012/2025",https://www.unegui.mn/adv/9780409_toyota-prius-41-2025-2012/,24.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,178965 км,Дугаар аваагүй
"Toyota Prius 41, 2013/2025",https://www.unegui.mn/adv/9864074_toyota-prius-41-2013-2025/,26.9 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,148431 км,Дугаар аваагүй
"Toyota Prius 41, 2011/2024",https://www.unegui.mn/adv/9860877_toyota-prius-41-2011-2024/,24.9 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2011,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,107000 км,Дугаар авсан
"Toyota Prius 41, 2011/2024",https://www.unegui.mn/adv/9806486_toyota-prius-41-2011-2024/,23 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2011,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,239 км,Дугаар авсан
"BMW 1-сери, 2012/2021",https://www.unegui.mn/adv/9308184_bmw-1-seri-2012-2021/,20 сая₮26 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,134000 км,Дугаар авсан
"Toyota Alphard, 2012/2024",https://www.unegui.mn/adv/9874379_toyota-alphard-2012-2024/,42 сая₮,0.6 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2024,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,60000 км,Дугаар авсан
"Lexus RX 450, 2011/2023",https://www.unegui.mn/adv/9687418_lexus-rx-2011-2023/,46 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2011,2023,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,130000 км,Дугаар авсан
"Mitsubishi Delica, 1999/2011",https://www.unegui.mn/adv/9830798_mitsubishi-delica-1999-2011/,13.5 сая₮,6.0 л,Автомат,Буруу,Гэр бүлийн,Цагаан,1999,2011,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,250000 км,Дугаар авсан
"Toyota Harrier, 2018/2025",https://www.unegui.mn/adv/9874333_toyota-harrier-2018-2025/,66.8 сая₮,2.5 л,Автомат,Буруу,Жийп,Саарал,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,111111 км,Дугаар аваагүй
"Toyota Prius 51, 2016/2025",https://www.unegui.mn/adv/9874328_toyota-prius-51-2016-2025/,29.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,134000 км,Дугаар аваагүй
"Subaru Forester, 2009/2019",https://www.unegui.mn/adv/9874321_subaru-forester-2009-2019/,14 сая₮,2.0 л,Автомат,Буруу,Жийп,Саарал,2009,2019,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,0 км,Дугаар авсан
"Toyota Land Cruiser 300, 2023/2024",https://www.unegui.mn/adv/9793063_toyota-land-cruiser-300-2023-2024/,290 сая₮,3.5 л,Автомат,Зөв,Жийп,Цагаан,2023,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,21000 км,Дугаар авсан
"Jeep Wrangler, 2021/2022",https://www.unegui.mn/adv/9025536_jeep-wrangler-2021-2022/,140 сая₮,2.0 л,Автомат,Зөв,Жийп,Хар,2021,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,36000 км,Дугаар авсан
"Toyota Crown, 2016/2025",https://www.unegui.mn/adv/9871183_toyota-crown-2016-2025/,57.5 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Хойноо RWD,130000 км,Дугаар аваагүй
"Toyota Alphard, 2020/2025",https://www.unegui.mn/adv/9649494_toyota-alphard-2020-2025/,100 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2020,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,106000 км,Дугаар аваагүй
"Toyota Prius 20, 2006/2025",https://www.unegui.mn/adv/9787132_toyota-prius-20-2006-2025/,19 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2006,2025,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,88000 км,Дугаар аваагүй
"Lexus RX 350, 2017/2024",https://www.unegui.mn/adv/9632971_lexus-rx-2017-2024/,90 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2017,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,86000 км,Дугаар авсан
"Toyota Kluger, 2001/2010",https://www.unegui.mn/adv/9867111_toyota-kluger-2001-2010/,14 сая₮15 сая₮,3.0 л,Автомат,Буруу,Жийп,Боронзон,2001,2010,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,175000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2018/2025",https://www.unegui.mn/adv/9820667_toyota-land-cruiser-prado-150-2018-2025/,113 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар саарал,2018,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,67000 км,Дугаар аваагүй
"Mercedes-Benz E-Class, 2012/2022",https://www.unegui.mn/adv/9874090_mercedes-benz-e-class-2012-2022/,32 сая₮,1.5 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2012,2022,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,90000 км,Дугаар авсан
"Toyota Sai, 2013/2024",https://www.unegui.mn/adv/9874073_toyota-sai-2013-2024/,30 сая₮,2.3 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,158000 км,Дугаар авсан
"Toyota Hilux, 2004/2014",https://www.unegui.mn/adv/9874000_toyota-hilux-2004-2014/,32 сая₮34 сая₮,1.1 л,Автомат,Буруу,Жийп,Саарал,2004,2014,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,140 км,Дугаар авсан
"Lexus RX 450, 2018/2025",https://www.unegui.mn/adv/9854614_lexus-rx-450-2018-2025/,115 сая₮,3.5 л,Автомат,Буруу,Жийп,Улаан,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,54000 км,Дугаар аваагүй
"Toyota Prius 50, 2016/2025",https://www.unegui.mn/adv/9863028_toyota-prius-50-2016-2025/,33.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,260000 км,Дугаар аваагүй
"Mercedes-Benz E-Class, 2016/2023",https://www.unegui.mn/adv/9873956_mercedes-benz-e-class-2016-2023/,80 сая₮,3.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2016,2023,Бензин,Банкны лизингтэй,Банкны лизингтэй,Хойноо RWD,100000 км,Дугаар авсан
"Subaru Outback, 2012/2021",https://www.unegui.mn/adv/9733880_subaru-outback-2012-2021/,21 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2021,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,189000 км,Дугаар авсан
"Toyota Prius 30, 2014/2025",https://www.unegui.mn/adv/9822865_toyota-prius-30-2014-2025/,21.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,130000 км,Дугаар аваагүй
"Volvo XC90, 2017/2025",https://www.unegui.mn/adv/9873870_volvo-xc90-2017-2025/,135 сая₮,2.0 л,Автомат,Зөв,Жийп,Цагаан,2017,2025,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,7450 км,Дугаар авсан
"Toyota Estima, 2011/2024",https://www.unegui.mn/adv/9873833_toyota-estima-2011-2024/,25 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2011,2024,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,190000 км,Дугаар авсан
"Toyota Land cruiser Prado 120, 2004/2025",https://www.unegui.mn/adv/9873803_toyota-land-cruiser-prado-120-2004-2025/,59 сая₮,3.4 л,Автомат,Буруу,Жийп,Хар саарал,2004,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,91000 км,Дугаар авсан
"Toyota Crown, 2018/2025",https://www.unegui.mn/adv/9873720_toyota-crown-2018-2025/,61 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2018,2025,Хайбрид,Лизинггүй,Лизинггүй,Хойноо RWD,179000 км,Дугаар авсан
"Toyota Land Cruiser 300, 2024/2024",https://www.unegui.mn/adv/9813381_toyota-land-cruiser-300-2024-2024/,210 сая₮,4.0 л,Автомат,Зөв,Жийп,Бусад,2024,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,21000 км,Дугаар авсан
"Toyota Prius 41, 2012/2025",https://www.unegui.mn/adv/8981743_toyota-land-cruiser-prado-150-2019-2025/,24.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,149000 км,Дугаар аваагүй
"Lexus RX 450, 2009/2018",https://www.unegui.mn/adv/9873702_lexus-rx-450-2009-2018/,35.5 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2009,2018,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,0 км,Дугаар авсан
"Toyota Prius 40, 2015/2024",https://www.unegui.mn/adv/9840438_toyota-prius-40-2015-2024/,31 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,210000 км,Дугаар авсан
"Toyota RAV4, 2019/2024",https://www.unegui.mn/adv/9873664_toyota-rav4-2019-2024/,70 сая₮,2.5 л,Автомат,Буруу,Жийп,Бусад,2019,2024,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,160000 км,Дугаар авсан
"Lexus RX 450, 2009/2025",https://www.unegui.mn/adv/9873585_lexus-rx-450-2009-2025/,48.6 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2009,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,101000 км,Дугаар аваагүй
"Toyota Corolla cross, 2023/2025",https://www.unegui.mn/adv/9848579_toyota-corolla-cross-2023-2025/,49.9 сая₮,2.0 л,Автомат,Зөв,Жийп,Хар,2023,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,19000 км,Дугаар аваагүй
"Lexus RX 450, 2010/2025",https://www.unegui.mn/adv/9871552_lexus-rx-450-2010-2025/,49.5 сая₮,3.5 л,Автомат,Буруу,Жийп,Саарал,2010,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,163000 км,Дугаар аваагүй
"Toyota Sienna, 2017/2025",https://www.unegui.mn/adv/9873477_toyota-sienna-2017-2025/,58 сая₮,3.5 л,Автомат,Зөв,Суудлын тэрэг,Цэнхэр,2017,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,60000 км,Дугаар авсан
"Mazda Bongo, 2018/2023",https://www.unegui.mn/adv/9873465_mazda-bongo-2018-2023/,18 сая₮,1.7 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2018,2023,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,192791 км,Дугаар авсан
"Toyota Crown, 2015/2022",https://www.unegui.mn/adv/9873403_toyota-crown-2015-2022/,39 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2022,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,150431 км,Дугаар авсан
"Toyota Succeed, 2016/2025",https://www.unegui.mn/adv/9710797_toyota-succeed-2016-2025/,23 сая₮26 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2016,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,83000 км,Дугаар авсан
"Toyota Land Cruiser 200, 2018/2018",https://www.unegui.mn/adv/9700242_toyota-land-cruiser-200-2018-2018/,140 сая₮158 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2018,2018,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,1 км,Дугаар авсан
"Toyota Prius 50, 2016/2023",https://www.unegui.mn/adv/9873354_toyota-prius-50-2016-2023/,26 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Шар,2016,2023,Хайбрид,Хувь лизингтэй,Хувь лизингтэй,Урдаа FWD,180500 км,Дугаар авсан
"Toyota Harrier, 2006/2022",https://www.unegui.mn/adv/9873023_toyota-harrier-2006-2022/,28.5 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2006,2022,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,195000 км,Дугаар авсан
"Toyota Crown, 2018/2025",https://www.unegui.mn/adv/9666190_toyota-crown-2018-2025/,57 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,291000 км,Дугаар аваагүй
"Toyota Crown, 2016/2025",https://www.unegui.mn/adv/9720705_toyota-crown-2016-2025/,47.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,82270 км,Дугаар аваагүй
"Toyota Harrier, 2014/2025",https://www.unegui.mn/adv/9784587_toyota-harrier-2014-2025/,49 сая₮,3.3 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,138000 км,Дугаар аваагүй
"Toyota Vellfire, 2015/2025",https://www.unegui.mn/adv/9720720_toyota-vellfire-2015-2025/,60.5 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,191000 км,Дугаар аваагүй
"Toyota Vellfire, 2012/2025",https://www.unegui.mn/adv/9827076_toyota-harrier-2012-2025/,30 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,158474 км,Дугаар аваагүй
"Toyota Land cruiser Prado 150, 2017/2025",https://www.unegui.mn/adv/9769903_toyota-land-cruiser-prado-150-2017-2025/,94 сая₮,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,106000 км,Дугаар аваагүй
"Toyota Land cruiser Prado 150, 2017/2025",https://www.unegui.mn/adv/9769903_toyota-land-cruiser-prado-150-2017-2025/,94 сая₮,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,106000 км,Дугаар аваагүй
"Toyota Crown, 2018/2025",https://www.unegui.mn/adv/9720214_toyota-crown-2018-2025/,54 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,80850 км,Дугаар аваагүй
"Lexus RX 450, 2019/2025",https://www.unegui.mn/adv/9666068_toyota-busad-2019-2025/,122 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,107000 км,Дугаар аваагүй
"Toyota Camry, 2020/2025",https://www.unegui.mn/adv/9798097_toyota-camry-2020-2025/,48.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,114000 км,Дугаар аваагүй
"Toyota Camry, 2011/2025",https://www.unegui.mn/adv/9793164_toyota-camry-2011-2025/,31.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,165677 км,Дугаар авсан
"Toyota Hilux, 2005/2014",https://www.unegui.mn/adv/9873339_toyota-hilux-2005-2014/,25 сая₮,2.7 л,Автомат,Буруу,Жийп,Саарал,2005,2014,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,323000 км,Дугаар авсан
"Toyota C-HR, 2017/2025",https://www.unegui.mn/adv/9506694_toyota-c-hr-2017-2025/,46.5 сая₮,1.8 л,Автомат,Буруу,Жийп,Хүрэн,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,158000 км,Дугаар аваагүй
"Toyota Vellfire, 2019/2025",https://www.unegui.mn/adv/9510284_toyota-vellfire-2019-2025/,66 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2019,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,122000 км,Дугаар аваагүй
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/9551839_lexus-rx-2016-2025/,98 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,116000 км,Дугаар аваагүй
"Toyota Vellfire, 2016/2025",https://www.unegui.mn/adv/9610817_toyota-vellfire-2016-2025/,58 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,139000 км,Дугаар аваагүй
"Lexus LX 570, 2016/2016",https://www.unegui.mn/adv/9829663_lexus-lx-570-2016-2016/,188 сая₮,5.7 л,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,105000 км,Дугаар авсан
"Lexus RX 450, 2015/2025",https://www.unegui.mn/adv/9565191_lexus-rx-2015-2025/,98 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,127000 км,Дугаар аваагүй
"Toyota Alphard, 2016/2025",https://www.unegui.mn/adv/9779468_toyota-alphard-2016-2025/,59 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,171000 км,Дугаар аваагүй
"Nissan X-Trail, 2016/2025",https://www.unegui.mn/adv/9805401_nissan-x-trail-2016-2025/,34.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,156000 км,Дугаар аваагүй
"Nissan Juke, 2016/2025",https://www.unegui.mn/adv/9813678_nissan-juke-2016-2025/,32 сая₮,1.5 л,Автомат,Буруу,Жийп,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,144000 км,Дугаар аваагүй
"Toyota Esquire, 2016/2025",https://www.unegui.mn/adv/9840866_toyota-esquire-2016-2025/,37.5 сая₮,2.0 л,Автомат,Буруу,Гэр бүлийн,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,165000 км,Дугаар аваагүй
"Subaru Forester, 2016/2025",https://www.unegui.mn/adv/9843287_subaru-forester-2016-2025/,37.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,78000 км,Дугаар аваагүй
"Subaru XV Crosstrek, 2016/2025",https://www.unegui.mn/adv/9843333_subaru-xv-crosstrek-2016-2025/,33.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Хүрэн,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,137000 км,Дугаар аваагүй
"Subaru Forester, 2020/2025",https://www.unegui.mn/adv/9845800_subaru-forester-2020-2025/,52 сая₮,2.0 л,Автомат,Буруу,Жийп,Саарал,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,70000 км,Дугаар аваагүй
