Title,Link,Price,Engine_Capacity,Transmission,Steering,Type,Color,Manufactured_Year,Imported_Year,Fuel_Type,Interior_Color,Leasing,Drive_Type,Mileage,Condition
"Subaru Forester, 2017/2025",https://www.unegui.mn/adv/9871778_subaru-forester-2017-2025/,37.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Хөх,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120000 км,Дугаар аваагүй
"Lexus RX 450, 2009/2024",https://www.unegui.mn/adv/9859180_lexus-rx-450-2009-2024/,49.8 сая₮52.5 сая₮,3.3 л,Автомат,Буруу,Жийп,Цагаан,2009,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,130000 км,Дугаар авсан
"Lexus IS, 2013/2025",https://www.unegui.mn/adv/9873287_lexus-is-2013-2025/,41.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Боронзон,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,160000 км,Дугаар аваагүй
"Toyota Prius 51, 2019/2025",https://www.unegui.mn/adv/9873277_toyota-prius-51-2019-2025/,39.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2019,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,189606 км,Дугаар аваагүй
"Mercedes-Benz G-Class, 2017/2018",https://www.unegui.mn/adv/9694243_mercedes-benz-g-class-2017-2018/,240 сая₮260 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2017,2018,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,96000 км,Дугаар авсан
"Toyota Camry, 2013/2024",https://www.unegui.mn/adv/9873071_toyota-camry-2013-2024/,31.5 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,160000 км,Дугаар авсан
"Toyota Prius 41, 2012/2021",https://www.unegui.mn/adv/9863578_toyota-prius-41-2012-2021/,19 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,200000 км,Дугаар авсан
"Toyota C-HR, 2017/2025",https://www.unegui.mn/adv/9060563_toyota-c-hr-2017-2025/,42.5 сая₮,1.8 л,Автомат,Буруу,Жийп,Улаан,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,173000 км,Дугаар аваагүй
"Toyota Aqua, 2015/2024",https://www.unegui.mn/adv/9590303_toyota-aqua-2015-2024/,17.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,111000 км,Дугаар авсан
"Subaru Forester, 2015/2025",https://www.unegui.mn/adv/9590339_subaru-forester-2015-2025/,37.5 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,134000 км,Дугаар аваагүй
"Toyota Prius 41, 2018/2024",https://www.unegui.mn/adv/9842165_toyota-prius-41-2015-2025/,38 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2018,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,128000 км,Дугаар авсан
"Toyota Alphard, 2016/2025",https://www.unegui.mn/adv/9830580_toyota-alphard-2016-2025/,68 сая₮75 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,158000 км,Дугаар аваагүй
"Toyota Fielder, 2014/2023",https://www.unegui.mn/adv/9862406_toyota-fielder-2014-2023/,19.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2014,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,191000 км,Дугаар авсан
"Lexus NX, 2015/2021",https://www.unegui.mn/adv/9872911_lexus-nx-2015-2021/,55 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2015,2021,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,135000 км,Дугаар авсан
"Toyota Sienna, 2016/2020",https://www.unegui.mn/adv/9872896_toyota-sienna-2016-2020/,75 сая₮,3.5 л,Автомат,Зөв,Гэр бүлийн,Бусад,2016,2020,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,69000 км,Дугаар авсан
"Автомашин зарна Бусад, 2004/2021",https://www.unegui.mn/adv/9646608_avtomashin-zarna-busad-2004-2021/,35 сая₮40 сая₮,3.0 л,Механик,Зөв,Жийп,Ногоон,2004,2021,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,3500 км,Дугаар аваагүй
"Lexus RX 450, 2009/2025",https://www.unegui.mn/adv/9796034_lexus-rx-450-2009-2025/,49 сая₮52.8 сая₮,3.5 л,Автомат,Буруу,Жийп,Цайвар цэнхэр,2009,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,200000 км,Дугаар авсан
"Toyota Prius 20, 2008/2017",https://www.unegui.mn/adv/9872873_toyota-prius-20-2008-2017/,11.8 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2008,2017,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,211000 км,Дугаар авсан
"Lexus LX 570, 2017/2019",https://www.unegui.mn/adv/9847074_lexus-lx-570-2017-2019/,190 сая₮222 сая₮,5.7 л,Автомат,Зөв,Жийп,Хар,2017,2019,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,190000 км,Дугаар авсан
"Toyota Highlander, 2013/2025",https://www.unegui.mn/adv/8731207_toyota-highlander-2013-2024/,61 сая₮68 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,110000 км,Дугаар аваагүй
"Lexus RX 450, 2015/2025",https://www.unegui.mn/adv/9844510_lexus-rx-450-2015-2025/,88 сая₮,3.5 л,Автомат,Буруу,Жийп,Бор,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,200000 км,Дугаар аваагүй
"Mitsubishi Outlander, 2019/2025",https://www.unegui.mn/adv/9872814_mitsubishi-outlander-2019-2025/,48 сая₮,2.4 л,Автомат,Буруу,Жийп,Сувдан цагаан,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,130000 км,Дугаар аваагүй
"Lexus RX 450, 2018/2025",https://www.unegui.mn/adv/9872813_lexus-rx-450-2018-2025/,103 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар саарал,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,79000 км,Дугаар аваагүй
"Toyota Prius 20, 2008/2022",https://www.unegui.mn/adv/9872779_toyota-prius-20-2008-2022/,11.8 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2008,2022,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,162492 км,Дугаар авсан
"Mercedes-Benz CLA-Class, 2018/2022",https://www.unegui.mn/adv/9750339_mercedes-benz-cla-class-2018-2022/,52 сая₮68 сая₮,1.6 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2018,2022,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,52000 км,Дугаар авсан
"Toyota Sienta, 2015/2025",https://www.unegui.mn/adv/9738909_toyota-sienta-2015-2025/,23 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,175 км,Дугаар аваагүй
"Lexus RX 450, 2013/2020",https://www.unegui.mn/adv/9825758_lexus-rx-450-2013-2020/,47.5 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2013,2020,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,182000 км,Дугаар авсан
"Toyota RAV4, 2019/2025",https://www.unegui.mn/adv/9527594_toyota-rav4-2019-2025/,81 сая₮,2.5 л,Автомат,Буруу,Жийп,Саарал,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,59000 км,Дугаар аваагүй
"Toyota RAV4, 2019/2025",https://www.unegui.mn/adv/9550657_toyota-rav4-2019-2025/,76.5 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,77000 км,Дугаар аваагүй
"Toyota RAV4, 2020/2025",https://www.unegui.mn/adv/9856281_toyota-rav4-2020-2025/,77.5 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар саарал,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,99000 км,Дугаар аваагүй
"Toyota Sai, 2010/2025",https://www.unegui.mn/adv/9861459_toyota-sai-2010-2025/,20.9 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,175000 км,Дугаар аваагүй
"Lexus RX 450, 2018/2025",https://www.unegui.mn/adv/9809564_lexus-rx-450-2018-2025/,104 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,103000 км,Дугаар аваагүй
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/9862156_lexus-rx-450-2016-2025/,99.5 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,113000 км,Дугаар аваагүй
"Lexus RX 450, 2010/2018",https://www.unegui.mn/adv/9872629_lexus-rx-450-2010-2018/,40 сая₮,3.4 л,Автомат,Буруу,Жийп,Цагаан,2010,2018,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,200 км,Дугаар авсан
"Lexus RX 450, 2019/2025",https://www.unegui.mn/adv/9832938_lexus-rx-450-2019-2025/,103 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,32000 км,Дугаар аваагүй
"Toyota Land Cruiser 200, 2019/2019",https://www.unegui.mn/adv/9859076_toyota-land-cruiser-200-2019-2019/,169 сая₮,4.0 л,Автомат,Зөв,Жийп,Бор,2019,2019,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,149000 км,Дугаар авсан
"Mitsubishi Delica, 2009/2019",https://www.unegui.mn/adv/9825104_mitsubishi-delica-2009-2019/,15 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2009,2019,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,145000 км,Дугаар авсан
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/9836701_lexus-rx-450-2016-2025/,98 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,72000 км,Дугаар аваагүй
"Toyota Harrier, 2016/2024",https://www.unegui.mn/adv/9872412_toyota-harrier-2016-2024/,63 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,70755 км,Дугаар авсан
"Toyota Prius 41, 2015/2025",https://www.unegui.mn/adv/9872459_toyota-prius-41-2015-2025/,36.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,170000 км,Дугаар аваагүй
"Lexus RX 450, 2013/2018",https://www.unegui.mn/adv/9748786_lexus-rx-450-2013-2018/,48 сая₮,3.6 л,Автомат,Буруу,Жийп,Хар,2013,2018,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,170000 км,Дугаар авсан
"Lexus NX, 2017/2025",https://www.unegui.mn/adv/9786733_lexus-nx-2017-2025/,68 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,106100 км,Дугаар аваагүй
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/8665645_lexus-nx-2015-2024/,94 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2016,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,114000 км,Дугаар аваагүй
"Lexus NX, 2018/2025",https://www.unegui.mn/adv/9786674_lexus-nx-2018-2025/,71 сая₮,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,149200 км,Дугаар аваагүй
"Toyota Aqua, 2013/2018",https://www.unegui.mn/adv/9872411_toyota-aqua-2013-2018/,9.9 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2018,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,190000 км,Дугаар авсан
"Lexus RX 450, 2020/2025",https://www.unegui.mn/adv/9872341_lexus-rx-450-2020-2025/,128.8 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2020,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,60000 км,Дугаар аваагүй
"Toyota Land cruiser Prado 150, 2012/2020",https://www.unegui.mn/adv/9809480_toyota-land-cruiser-prado-150-2012-2020/,69.8 сая₮,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2020,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,171000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2016/2025",https://www.unegui.mn/adv/9857020_toyota-land-cruiser-prado-150-2016-2025/,109 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,85000 км,Дугаар аваагүй
"Hyundai Sonata, 2015/2024",https://www.unegui.mn/adv/9872276_hyundai-sonata-2015-2024/,22 сая₮,2.0 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2015,2024,Газ,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,11 км,Дугаар авсан
"Geely Coolray, 2022/2022",https://www.unegui.mn/adv/9872268_geely-coolray-2022-2022/,53 сая₮,1.6 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2022,2022,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,11 км,Дугаар авсан
"Toyota Crown, 2014/2025",https://www.unegui.mn/adv/9494731_toyota-crown-2014-2025/,45.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,109000 км,Дугаар аваагүй
"Toyota Land Cruiser 300, 2023/2024",https://www.unegui.mn/adv/9872200_toyota-land-cruiser-300-2023-2024/,288.8 сая₮,3.0 л,Автомат,Зөв,Жийп,Хар,2023,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,21800 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2013/2022",https://www.unegui.mn/adv/9872213_toyota-land-cruiser-prado-150-2013-2022/,76 сая₮,4.0 л,Автомат,Буруу,Жийп,Хар,2013,2022,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,95000 км,Дугаар авсан
"Toyota Harrier, 2020/2025",https://www.unegui.mn/adv/9684991_toyota-harrier-2020-2025/,87.8 сая₮,2.0 л,Автомат,Буруу,Жийп,Цагаан,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,111111 км,Дугаар аваагүй
"Toyota Prius 51, 2016/2025",https://www.unegui.mn/adv/9872087_toyota-prius-51-2016-2025/,34.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,111111 км,Дугаар аваагүй
"Jeep Grand Cherokee, 2015/2015",https://www.unegui.mn/adv/9752102_jeep-grand-cherokee-2015-2015/,55 сая₮,3.6 л,Автомат,Зөв,Жийп,Шар,2015,2015,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,107000 км,Дугаар авсан
"Toyota Harrier, 2020/2025",https://www.unegui.mn/adv/9816692_toyota-harrier-2020-2025/,74.8 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2020,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,180000 км,Дугаар аваагүй
"Subaru Forester, 2013/2022",https://www.unegui.mn/adv/9808807_subaru-forester-2013-2022/,26.8 сая₮,2.0 л,Автомат,Буруу,Жийп,Хөх,2013,2022,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,178000 км,Дугаар авсан
"Toyota C-HR, 2018/2025",https://www.unegui.mn/adv/9749389_toyota-c-hr-2018-2025/,45.8 сая₮,1.8 л,Автомат,Буруу,Жийп,Сувдан цагаан,2018,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,109174 км,Дугаар аваагүй
